customer_external_id,ticket_id,created_at,status,priority,resolution_days,csat_score
CUST-00770,ZD-100649,2025-11-20T16:09:18.273641,open,urgent,1.0,
CUST-00232,ZD-100650,2024-08-10T16:09:18.273647,pending,urgent,0.0,
CUST-00703,ZD-100651,2024-10-29T16:09:18.273653,closed,urgent,9.0,4.0
CUST-00080,ZD-100652,2025-01-19T16:09:18.273658,solved,normal,14.0,1.0
CUST-00972,ZD-100653,2024-11-25T16:09:18.273667,closed,normal,2.0,3.0
CUST-00129,ZD-100654,2026-01-15T16:09:18.273673,solved,urgent,6.0,3.0
CUST-00842,ZD-100655,2025-09-29T16:09:18.273679,open,high,13.0,1.0
CUST-00089,ZD-100656,2025-01-26T16:09:18.273685,pending,high,8.0,4.0
CUST-00532,ZD-100657,2024-11-15T16:09:18.273694,solved,urgent,14.0,1.0
CUST-00424,ZD-100658,2025-09-27T16:09:18.273702,solved,low,2.0,
CUST-00798,ZD-100659,2025-11-16T16:09:18.273709,open,high,12.0,5.0
CUST-00270,ZD-100660,2025-01-31T16:09:18.273715,pending,urgent,10.0,1.0
CUST-00176,ZD-100661,2025-05-21T16:09:18.273720,closed,urgent,6.0,1.0
CUST-00405,ZD-100662,2025-03-25T16:09:18.273726,closed,low,11.0,5.0
CUST-00942,ZD-100663,2025-05-28T16:09:18.273732,open,low,14.0,4.0
CUST-00837,ZD-100664,2025-04-23T16:09:18.273737,open,urgent,4.0,1.0
CUST-00995,ZD-100665,2025-07-09T16:09:18.273743,open,urgent,2.0,4.0
CUST-00275,ZD-100666,2024-12-28T16:09:18.273748,solved,normal,9.0,5.0
CUST-00216,ZD-100667,2025-01-07T16:09:18.273754,pending,high,11.0,1.0
CUST-00527,ZD-100668,2025-09-18T16:09:18.273760,open,urgent,1.0,3.0
CUST-00799,ZD-100669,2024-09-09T16:09:18.273765,solved,normal,14.0,3.0
CUST-00896,ZD-100670,2025-08-06T16:09:18.273771,solved,normal,13.0,1.0
CUST-00467,ZD-100671,2026-01-07T16:09:18.273776,open,normal,14.0,4.0
CUST-00377,ZD-100672,2024-11-09T16:09:18.273782,pending,low,8.0,1.0
CUST-00247,ZD-100673,2025-02-11T16:09:18.273788,pending,normal,7.0,5.0
CUST-00600,ZD-100674,2024-08-12T16:09:18.273793,open,normal,5.0,4.0
CUST-00766,ZD-100675,2025-11-27T16:09:18.273799,solved,urgent,4.0,1.0
CUST-00166,ZD-100676,2024-07-22T16:09:18.273804,closed,normal,12.0,3.0
CUST-00693,ZD-100677,2025-07-31T16:09:18.273810,pending,low,4.0,1.0
CUST-00485,ZD-100678,2025-10-15T16:09:18.273819,closed,low,10.0,3.0
CUST-00258,ZD-100679,2025-04-21T16:09:18.273825,open,urgent,11.0,5.0
CUST-00872,ZD-100680,2025-03-07T16:09:18.273836,open,normal,7.0,5.0
CUST-00309,ZD-100681,2024-09-12T16:09:18.273842,pending,low,13.0,1.0
CUST-00523,ZD-100682,2025-02-09T16:09:18.273848,open,high,8.0,1.0
CUST-00493,ZD-100683,2025-12-24T16:09:18.273854,open,high,5.0,4.0
CUST-00267,ZD-100684,2025-04-28T16:09:18.273859,closed,normal,3.0,1.0
CUST-00824,ZD-100685,2025-01-10T16:09:18.273865,open,normal,10.0,1.0
CUST-00671,ZD-100686,2024-10-06T16:09:18.273871,open,urgent,4.0,5.0
CUST-00397,ZD-100687,2026-01-22T16:09:18.273876,closed,high,9.0,3.0
CUST-00702,ZD-100688,2024-08-29T16:09:18.273882,pending,high,10.0,
CUST-00307,ZD-100689,2025-09-06T16:09:18.273891,closed,high,13.0,1.0
CUST-00482,ZD-100690,2025-10-19T16:09:18.273897,open,normal,11.0,4.0
CUST-00670,ZD-100691,2025-11-28T16:09:18.273903,open,normal,3.0,4.0
CUST-00430,ZD-100692,2025-03-25T16:09:18.273908,open,high,5.0,5.0
CUST-00871,ZD-100693,2025-10-30T16:09:18.273914,solved,low,7.0,5.0
CUST-00910,ZD-100694,2025-08-12T16:09:18.273919,solved,urgent,8.0,
CUST-00305,ZD-100695,2024-12-31T16:09:18.273925,closed,normal,0.0,3.0
CUST-00350,ZD-100696,2025-01-04T16:09:18.273931,pending,normal,9.0,4.0
CUST-00883,ZD-100697,2025-08-27T16:09:18.273939,solved,urgent,12.0,4.0
CUST-00646,ZD-100698,2025-08-30T16:09:18.273945,solved,low,5.0,5.0
CUST-00280,ZD-100699,2025-07-28T16:09:18.273950,closed,normal,12.0,5.0
CUST-00804,ZD-100700,2025-11-29T16:09:18.273956,pending,urgent,2.0,5.0
CUST-00439,ZD-100701,2024-10-27T16:09:18.273961,solved,low,6.0,
CUST-00204,ZD-100702,2025-02-10T16:09:18.273967,open,normal,0.0,1.0
CUST-00692,ZD-100703,2026-02-23T16:09:18.273972,closed,normal,10.0,4.0
CUST-00319,ZD-100704,2025-10-18T16:09:18.273981,pending,high,1.0,3.0
CUST-00066,ZD-100705,2026-01-12T16:09:18.273987,open,urgent,4.0,
CUST-00610,ZD-100706,2024-09-09T16:09:18.273992,pending,normal,5.0,4.0
CUST-00923,ZD-100707,2024-10-14T16:09:18.273998,closed,normal,5.0,5.0
CUST-00019,ZD-100708,2025-07-09T16:09:18.274004,closed,normal,3.0,1.0
CUST-00603,ZD-100709,2024-09-29T16:09:18.274009,solved,high,2.0,1.0
CUST-00384,ZD-100710,2025-06-11T16:09:18.274015,solved,low,12.0,1.0
CUST-00669,ZD-100711,2026-02-07T16:09:18.274020,solved,urgent,0.0,5.0
CUST-00389,ZD-100712,2025-10-24T16:09:18.274026,open,urgent,8.0,3.0
CUST-00210,ZD-100713,2026-02-18T16:09:18.274031,pending,low,4.0,
CUST-00276,ZD-100714,2025-10-10T16:09:18.274037,solved,low,6.0,4.0
CUST-00116,ZD-100715,2025-11-11T16:09:18.274043,closed,normal,7.0,4.0
CUST-00851,ZD-100716,2024-09-10T16:09:18.274048,open,urgent,3.0,4.0
CUST-00164,ZD-100717,2026-01-18T16:09:18.274056,pending,normal,8.0,5.0
CUST-00338,ZD-100718,2025-07-02T16:09:18.274062,solved,low,0.0,1.0
CUST-00855,ZD-100719,2024-07-20T16:09:18.274068,pending,normal,10.0,1.0
CUST-00798,ZD-100720,2024-09-22T16:09:18.274073,solved,high,1.0,3.0
CUST-00467,ZD-100721,2025-04-30T16:09:18.274082,pending,low,4.0,1.0
CUST-00832,ZD-100722,2025-09-02T16:09:18.274087,solved,high,13.0,4.0
CUST-00820,ZD-100723,2025-04-13T16:09:18.274093,solved,low,6.0,1.0
CUST-00009,ZD-100724,2025-10-09T16:09:18.274099,closed,high,10.0,4.0
CUST-00915,ZD-100725,2024-12-06T16:09:18.274105,open,low,9.0,4.0
CUST-00834,ZD-100726,2025-03-14T16:09:18.274110,solved,urgent,2.0,5.0
CUST-00985,ZD-100727,2024-11-17T16:09:18.274115,pending,urgent,4.0,5.0
CUST-00664,ZD-100728,2025-09-10T16:09:18.274121,closed,low,1.0,3.0
CUST-00106,ZD-100729,2024-12-28T16:09:18.274127,pending,urgent,14.0,3.0
CUST-00625,ZD-100730,2025-02-04T16:09:18.274132,open,low,12.0,3.0
CUST-00494,ZD-100731,2024-10-16T16:09:18.274138,pending,urgent,1.0,1.0
CUST-00064,ZD-100732,2025-06-05T16:09:18.274144,open,low,10.0,
CUST-00785,ZD-100733,2024-07-17T16:09:18.274149,closed,high,11.0,
CUST-00535,ZD-100734,2025-11-22T16:09:18.274155,closed,urgent,6.0,4.0
CUST-00679,ZD-100735,2025-01-29T16:09:18.274161,solved,low,2.0,3.0
CUST-00517,ZD-100736,2024-11-04T16:09:18.274194,pending,normal,13.0,1.0
CUST-00769,ZD-100737,2024-10-12T16:09:18.274200,closed,high,5.0,4.0
CUST-00051,ZD-100738,2024-09-26T16:09:18.274205,pending,urgent,3.0,3.0
CUST-00080,ZD-100739,2024-11-14T16:09:18.274211,pending,low,7.0,5.0
CUST-00457,ZD-100740,2025-04-10T16:09:18.274216,pending,low,1.0,1.0
CUST-00413,ZD-100741,2025-01-01T16:09:18.274222,solved,low,0.0,
CUST-00986,ZD-100742,2025-04-22T16:09:18.274227,closed,urgent,14.0,4.0
CUST-00372,ZD-100743,2026-01-03T16:09:18.274233,closed,urgent,13.0,4.0
CUST-00573,ZD-100744,2024-10-31T16:09:18.274239,open,urgent,11.0,1.0
CUST-00099,ZD-100745,2025-07-15T16:09:18.274244,open,high,0.0,4.0
CUST-00560,ZD-100746,2024-09-11T16:09:18.274250,solved,low,5.0,3.0
CUST-00504,ZD-100747,2025-10-07T16:09:18.274255,pending,low,13.0,4.0
CUST-00625,ZD-100748,2025-08-11T16:09:18.274276,solved,urgent,3.0,3.0
CUST-00468,ZD-100749,2025-08-16T16:09:18.274298,open,low,11.0,5.0
CUST-00047,ZD-100750,2025-10-24T16:09:18.274354,pending,urgent,12.0,
CUST-00979,ZD-100751,2024-09-29T16:09:18.274371,pending,low,2.0,
CUST-00753,ZD-100752,2026-01-09T16:09:18.274386,pending,urgent,8.0,
CUST-00799,ZD-100753,2025-08-30T16:09:18.274413,closed,normal,11.0,1.0
CUST-00396,ZD-100754,2025-04-04T16:09:18.274433,pending,urgent,8.0,
CUST-00937,ZD-100755,2025-06-18T16:09:18.274453,pending,high,4.0,4.0
CUST-00463,ZD-100756,2025-10-14T16:09:18.274485,pending,high,2.0,
CUST-00881,ZD-100757,2025-04-12T16:09:18.274506,closed,normal,11.0,3.0
CUST-00639,ZD-100758,2025-05-06T16:09:18.274526,open,normal,10.0,3.0
CUST-00515,ZD-100759,2024-08-21T16:09:18.274548,open,low,11.0,4.0
CUST-00575,ZD-100760,2024-10-24T16:09:18.274570,pending,high,9.0,5.0
CUST-00827,ZD-100761,2026-02-14T16:09:18.274597,solved,low,8.0,5.0
CUST-00148,ZD-100762,2026-01-04T16:09:18.274616,solved,normal,10.0,4.0
CUST-00768,ZD-100763,2025-09-16T16:09:18.274629,open,normal,4.0,1.0
CUST-00707,ZD-100764,2025-05-01T16:09:18.274642,solved,high,3.0,5.0
CUST-00104,ZD-100765,2024-08-01T16:09:18.274657,closed,urgent,13.0,3.0
CUST-00523,ZD-100766,2025-05-09T16:09:18.274676,solved,urgent,11.0,5.0
CUST-00426,ZD-100767,2025-04-13T16:09:18.274692,solved,low,8.0,4.0
CUST-00207,ZD-100768,2024-12-01T16:09:18.274704,closed,high,13.0,
CUST-00559,ZD-100769,2025-08-10T16:09:18.274716,closed,high,12.0,5.0
CUST-00181,ZD-100770,2025-12-13T16:09:18.274726,closed,low,2.0,5.0
CUST-00041,ZD-100771,2024-12-16T16:09:18.274746,open,normal,4.0,3.0
CUST-00598,ZD-100772,2025-06-11T16:09:18.274764,open,urgent,0.0,3.0
CUST-00040,ZD-100773,2025-09-23T16:09:18.274776,open,low,14.0,
CUST-00863,ZD-100774,2025-04-25T16:09:18.274787,open,low,7.0,4.0
CUST-00538,ZD-100775,2025-07-17T16:09:18.274814,solved,normal,2.0,5.0
CUST-00556,ZD-100776,2024-08-27T16:09:18.274838,solved,high,6.0,3.0
CUST-00904,ZD-100777,2025-07-24T16:09:18.274866,open,high,10.0,4.0
CUST-00300,ZD-100778,2025-07-19T16:09:18.274896,pending,low,12.0,1.0
CUST-00684,ZD-100779,2025-03-10T16:09:18.274926,closed,normal,7.0,1.0
CUST-00698,ZD-100780,2025-04-05T16:09:18.274954,solved,urgent,6.0,4.0
CUST-00553,ZD-100781,2025-05-14T16:09:18.274984,open,urgent,0.0,5.0
CUST-00044,ZD-100782,2025-04-30T16:09:18.275014,closed,high,14.0,
CUST-00084,ZD-100783,2025-11-21T16:09:18.275041,solved,low,2.0,3.0
CUST-00686,ZD-100784,2025-07-24T16:09:18.275072,pending,low,13.0,3.0
CUST-00550,ZD-100785,2024-12-09T16:09:18.275112,solved,normal,10.0,1.0
CUST-00470,ZD-100786,2025-03-25T16:09:18.275144,solved,low,0.0,1.0
CUST-00182,ZD-100787,2025-06-15T16:09:18.275171,solved,normal,8.0,4.0
CUST-00417,ZD-100788,2025-01-26T16:09:18.275199,pending,urgent,7.0,4.0
CUST-00017,ZD-100789,2025-01-25T16:09:18.275251,solved,low,10.0,
CUST-00064,ZD-100790,2024-07-08T16:09:18.275280,solved,high,0.0,
CUST-00108,ZD-100791,2025-05-07T16:09:18.275310,open,low,12.0,4.0
CUST-00783,ZD-100792,2024-12-06T16:09:18.275337,pending,low,6.0,5.0
CUST-00160,ZD-100793,2024-08-30T16:09:18.275366,closed,urgent,3.0,
CUST-00302,ZD-100794,2025-10-03T16:09:18.275395,open,low,4.0,
CUST-00895,ZD-100795,2024-08-08T16:09:18.275433,solved,low,2.0,1.0
CUST-00586,ZD-100796,2025-01-20T16:09:18.275461,solved,high,8.0,3.0
CUST-00766,ZD-100797,2025-03-12T16:09:18.275489,pending,normal,3.0,3.0
CUST-00188,ZD-100798,2025-07-16T16:09:18.275517,open,normal,9.0,1.0
CUST-00185,ZD-100799,2024-07-27T16:09:18.275548,solved,urgent,13.0,
CUST-00074,ZD-100800,2025-05-06T16:09:18.275579,solved,high,10.0,1.0
CUST-00202,ZD-100801,2024-07-13T16:09:18.275606,open,high,7.0,3.0
CUST-00687,ZD-100802,2025-07-02T16:09:18.275637,open,low,1.0,3.0
CUST-00325,ZD-100803,2024-10-18T16:09:18.275668,open,high,7.0,
CUST-00156,ZD-100804,2024-07-28T16:09:18.275697,open,high,9.0,5.0
CUST-00172,ZD-100805,2026-02-23T16:09:18.275724,closed,normal,5.0,5.0
CUST-00283,ZD-100806,2025-02-24T16:09:18.275763,open,urgent,2.0,5.0
CUST-00456,ZD-100807,2025-02-25T16:09:18.275792,open,urgent,12.0,
CUST-00111,ZD-100808,2025-09-01T16:09:18.275827,solved,high,10.0,3.0
CUST-00912,ZD-100809,2024-08-25T16:09:18.275857,open,low,3.0,1.0
CUST-00913,ZD-100810,2026-02-08T16:09:18.275885,solved,urgent,13.0,
CUST-00217,ZD-100811,2026-01-21T16:09:18.275913,open,urgent,8.0,3.0
CUST-00374,ZD-100812,2025-01-22T16:09:18.275941,open,normal,3.0,5.0
CUST-00513,ZD-100813,2024-09-23T16:09:18.275972,pending,high,1.0,
CUST-00010,ZD-100814,2025-06-28T16:09:18.276013,closed,normal,13.0,5.0
CUST-00163,ZD-100815,2025-08-28T16:09:18.276042,closed,urgent,9.0,4.0
CUST-00041,ZD-100816,2025-07-18T16:09:18.276077,pending,normal,12.0,1.0
CUST-00270,ZD-100817,2025-02-14T16:09:18.276105,solved,normal,3.0,
CUST-00929,ZD-100818,2025-02-23T16:09:18.276133,pending,urgent,6.0,1.0
CUST-00040,ZD-100819,2025-04-02T16:09:18.276164,open,high,1.0,
CUST-00557,ZD-100820,2024-07-24T16:09:18.276193,pending,urgent,2.0,4.0
CUST-00601,ZD-100821,2025-12-10T16:09:18.276223,open,urgent,8.0,3.0
CUST-00528,ZD-100822,2025-01-08T16:09:18.276265,open,urgent,5.0,5.0
CUST-00908,ZD-100823,2026-02-21T16:09:18.276294,closed,urgent,8.0,3.0
CUST-00235,ZD-100824,2025-12-11T16:09:18.276324,open,normal,8.0,3.0
CUST-00191,ZD-100825,2025-09-19T16:09:18.276352,solved,normal,5.0,5.0
CUST-00830,ZD-100826,2025-03-26T16:09:18.276382,solved,urgent,11.0,5.0
CUST-00490,ZD-100827,2025-07-27T16:09:18.276411,closed,urgent,9.0,1.0
CUST-00249,ZD-100828,2026-01-14T16:09:18.276439,closed,normal,2.0,
CUST-00040,ZD-100829,2024-07-21T16:09:18.276468,solved,normal,2.0,4.0
CUST-00944,ZD-100830,2025-08-27T16:09:18.276498,pending,low,8.0,4.0
CUST-00969,ZD-100831,2025-12-02T16:09:18.276528,pending,urgent,3.0,5.0
CUST-00174,ZD-100832,2025-07-18T16:09:18.276555,pending,normal,13.0,
CUST-00840,ZD-100833,2025-08-25T16:09:18.276581,open,normal,9.0,4.0
CUST-00944,ZD-100834,2024-11-20T16:09:18.276615,solved,normal,9.0,5.0
CUST-00394,ZD-100835,2025-10-15T16:09:18.276646,solved,normal,1.0,
CUST-00880,ZD-100836,2024-09-29T16:09:18.276672,pending,normal,10.0,
CUST-00098,ZD-100837,2025-08-30T16:09:18.276703,solved,low,7.0,1.0
CUST-00493,ZD-100838,2025-10-17T16:09:18.276731,solved,urgent,14.0,
CUST-00430,ZD-100839,2025-02-13T16:09:18.276762,solved,urgent,13.0,3.0
CUST-00960,ZD-100840,2024-10-22T16:09:18.276791,pending,high,12.0,
CUST-00823,ZD-100841,2024-07-18T16:09:18.276819,pending,normal,1.0,4.0
CUST-00488,ZD-100842,2025-07-04T16:09:18.276927,solved,high,14.0,
CUST-00897,ZD-100843,2024-08-20T16:09:18.276950,open,normal,6.0,1.0
CUST-00726,ZD-100844,2026-02-20T16:09:18.276980,solved,low,9.0,5.0
CUST-00670,ZD-100845,2025-08-01T16:09:18.277010,open,urgent,11.0,4.0
CUST-00109,ZD-100846,2025-09-22T16:09:18.277036,open,high,6.0,
CUST-00433,ZD-100847,2024-07-29T16:09:18.277060,open,urgent,5.0,3.0
CUST-00423,ZD-100848,2024-08-11T16:09:18.277092,pending,normal,12.0,4.0
CUST-00572,ZD-100849,2024-08-08T16:09:18.277121,open,high,7.0,
CUST-00352,ZD-100850,2025-01-16T16:09:18.277144,closed,low,11.0,3.0
CUST-00457,ZD-100851,2025-09-15T16:09:18.277165,closed,urgent,1.0,4.0
CUST-00820,ZD-100852,2024-08-13T16:09:18.277191,solved,normal,9.0,5.0
CUST-00987,ZD-100853,2026-02-22T16:09:18.277218,solved,normal,12.0,5.0
CUST-00948,ZD-100854,2024-12-09T16:09:18.277238,solved,high,1.0,3.0
CUST-00379,ZD-100855,2025-12-08T16:09:18.277279,solved,urgent,9.0,5.0
CUST-00628,ZD-100856,2024-09-12T16:09:18.277299,solved,normal,4.0,5.0
CUST-00449,ZD-100857,2026-02-17T16:09:18.277329,open,normal,3.0,1.0
CUST-00802,ZD-100858,2024-09-23T16:09:18.277349,closed,normal,8.0,1.0
CUST-00368,ZD-100859,2025-06-28T16:09:18.277369,solved,normal,10.0,1.0
CUST-00282,ZD-100860,2025-01-14T16:09:18.277388,pending,urgent,5.0,
CUST-00205,ZD-100861,2024-09-15T16:09:18.277409,solved,low,0.0,
CUST-00291,ZD-100862,2024-08-04T16:09:18.277428,open,high,14.0,4.0
CUST-00231,ZD-100863,2025-08-12T16:09:18.277448,pending,low,7.0,4.0
CUST-00179,ZD-100864,2025-01-07T16:09:18.277467,solved,low,8.0,
CUST-00301,ZD-100865,2025-03-16T16:09:18.277486,open,high,1.0,5.0
CUST-00989,ZD-100866,2025-02-06T16:09:18.277507,pending,normal,9.0,4.0
CUST-00984,ZD-100867,2024-11-15T16:09:18.277526,pending,low,10.0,5.0
CUST-00119,ZD-100868,2025-06-08T16:09:18.277547,pending,normal,1.0,3.0
CUST-00819,ZD-100869,2025-04-10T16:09:18.277566,open,low,6.0,4.0
CUST-00254,ZD-100870,2025-05-09T16:09:18.277586,pending,high,1.0,1.0
CUST-00567,ZD-100871,2025-08-29T16:09:18.277605,open,high,7.0,3.0
CUST-00915,ZD-100872,2024-07-20T16:09:18.277624,closed,normal,4.0,5.0
CUST-00754,ZD-100873,2025-08-07T16:09:18.277649,closed,high,3.0,3.0
CUST-00234,ZD-100874,2025-08-04T16:09:18.277670,closed,high,13.0,3.0
CUST-00797,ZD-100875,2025-11-10T16:09:18.277690,solved,urgent,1.0,
CUST-00006,ZD-100876,2024-08-22T16:09:18.277710,pending,high,0.0,
CUST-00322,ZD-100877,2024-10-11T16:09:18.277731,open,urgent,14.0,3.0
CUST-00782,ZD-100878,2024-09-22T16:09:18.277752,pending,normal,4.0,
CUST-00131,ZD-100879,2026-01-03T16:09:18.277772,pending,urgent,8.0,
CUST-00033,ZD-100880,2024-10-01T16:09:18.277798,pending,normal,5.0,5.0
CUST-00999,ZD-100881,2025-10-27T16:09:18.277819,pending,high,11.0,1.0
CUST-00012,ZD-100882,2025-07-27T16:09:18.277839,solved,high,6.0,4.0
CUST-00627,ZD-100883,2025-06-07T16:09:18.277859,open,normal,2.0,4.0
CUST-00482,ZD-100884,2025-03-13T16:09:18.277879,closed,urgent,5.0,5.0
CUST-00215,ZD-100885,2024-12-25T16:09:18.277900,open,high,11.0,5.0
CUST-00286,ZD-100886,2024-11-23T16:09:18.277922,closed,normal,2.0,1.0
CUST-00738,ZD-100887,2025-05-27T16:09:18.277944,closed,urgent,12.0,5.0
CUST-00200,ZD-100888,2025-10-01T16:09:18.277964,closed,urgent,12.0,1.0
CUST-00180,ZD-100889,2024-12-23T16:09:18.277984,closed,high,7.0,5.0
CUST-00307,ZD-100890,2025-06-16T16:09:18.278004,solved,urgent,8.0,1.0
CUST-00707,ZD-100891,2025-09-13T16:09:18.278024,closed,high,0.0,5.0
CUST-00859,ZD-100892,2025-11-21T16:09:18.278048,open,high,7.0,4.0
CUST-00368,ZD-100893,2024-08-03T16:09:18.278068,open,high,8.0,1.0
CUST-00421,ZD-100894,2025-10-26T16:09:18.278088,closed,normal,5.0,4.0
CUST-00363,ZD-100895,2025-04-01T16:09:18.278111,pending,urgent,10.0,1.0
CUST-00390,ZD-100896,2025-05-10T16:09:18.278131,closed,normal,7.0,4.0
CUST-00431,ZD-100897,2024-07-22T16:09:18.278153,solved,low,6.0,3.0
CUST-00351,ZD-100898,2025-07-09T16:09:18.278212,open,high,5.0,4.0
CUST-00619,ZD-100899,2025-01-19T16:09:18.278236,pending,high,4.0,
CUST-00533,ZD-100900,2024-11-23T16:09:18.278276,closed,normal,6.0,1.0
CUST-00128,ZD-100901,2025-07-02T16:09:18.278296,open,low,10.0,3.0
CUST-00170,ZD-100902,2025-01-17T16:09:18.278316,solved,low,1.0,5.0
CUST-00561,ZD-100903,2026-01-03T16:09:18.278335,pending,low,0.0,1.0
CUST-00268,ZD-100904,2025-09-21T16:09:18.278354,pending,high,1.0,3.0
CUST-00253,ZD-100905,2025-05-13T16:09:18.278373,closed,normal,7.0,
CUST-00858,ZD-100906,2025-09-06T16:09:18.278393,solved,high,0.0,4.0
CUST-00884,ZD-100907,2024-10-28T16:09:18.278412,open,urgent,7.0,3.0
CUST-00992,ZD-100908,2024-08-24T16:09:18.278441,pending,urgent,2.0,
CUST-00655,ZD-100909,2024-08-30T16:09:18.278462,open,urgent,4.0,
CUST-00232,ZD-100910,2025-11-28T16:09:18.278481,open,high,7.0,5.0
CUST-00266,ZD-100911,2025-09-21T16:09:18.278500,solved,low,4.0,
CUST-00834,ZD-100912,2025-10-11T16:09:18.278529,open,urgent,5.0,
CUST-00008,ZD-100913,2024-10-12T16:09:18.278548,pending,high,12.0,1.0
CUST-00784,ZD-100914,2024-12-14T16:09:18.278568,open,normal,12.0,1.0
CUST-00561,ZD-100915,2025-02-10T16:09:18.278587,pending,urgent,3.0,5.0
CUST-00255,ZD-100916,2025-09-13T16:09:18.278607,pending,urgent,11.0,3.0
CUST-00269,ZD-100917,2025-12-08T16:09:18.278627,closed,high,6.0,4.0
CUST-00664,ZD-100918,2024-09-01T16:09:18.278647,open,urgent,12.0,3.0
CUST-00873,ZD-100919,2025-12-19T16:09:18.278667,closed,high,2.0,1.0
CUST-00652,ZD-100920,2024-11-18T16:09:18.278686,pending,high,9.0,
CUST-00503,ZD-100921,2025-08-19T16:09:18.278705,solved,normal,5.0,1.0
CUST-00992,ZD-100922,2024-08-29T16:09:18.278724,closed,low,0.0,4.0
CUST-00275,ZD-100923,2025-10-22T16:09:18.278744,pending,low,11.0,3.0
CUST-00092,ZD-100924,2025-09-26T16:09:18.278763,pending,normal,0.0,4.0
CUST-00430,ZD-100925,2025-04-14T16:09:18.278782,pending,high,12.0,5.0
CUST-00713,ZD-100926,2026-01-26T16:09:18.278801,solved,normal,5.0,1.0
CUST-00272,ZD-100927,2025-01-22T16:09:18.278821,pending,normal,1.0,3.0
CUST-00917,ZD-100928,2025-06-16T16:09:18.278840,pending,low,13.0,1.0
CUST-00997,ZD-100929,2025-06-18T16:09:18.278859,pending,normal,6.0,1.0
CUST-00203,ZD-100930,2024-11-13T16:09:18.278879,solved,normal,11.0,5.0
CUST-00398,ZD-100931,2025-04-14T16:09:18.278903,open,normal,14.0,1.0
CUST-00762,ZD-100932,2024-08-14T16:09:18.278924,solved,high,8.0,5.0
CUST-00653,ZD-100933,2025-04-28T16:09:18.278943,open,low,3.0,3.0
CUST-00996,ZD-100934,2025-11-04T16:09:18.278962,pending,high,3.0,1.0
CUST-00171,ZD-100935,2025-05-21T16:09:18.278982,solved,urgent,9.0,3.0
CUST-00009,ZD-100936,2026-01-15T16:09:18.279006,pending,normal,9.0,4.0
CUST-00789,ZD-100937,2025-11-28T16:09:18.279026,closed,urgent,3.0,1.0
CUST-00702,ZD-100938,2025-03-18T16:09:18.279040,solved,low,14.0,4.0
CUST-00660,ZD-100939,2025-09-23T16:09:18.279054,solved,normal,11.0,5.0
CUST-00238,ZD-100940,2025-04-09T16:09:18.279067,open,urgent,8.0,3.0
CUST-00021,ZD-100941,2025-02-06T16:09:18.279082,closed,high,5.0,1.0
CUST-00496,ZD-100942,2024-12-06T16:09:18.279098,open,urgent,8.0,3.0
CUST-00580,ZD-100943,2025-08-20T16:09:18.279117,open,high,8.0,5.0
CUST-00281,ZD-100944,2024-08-09T16:09:18.279138,solved,normal,2.0,5.0
CUST-00302,ZD-100945,2025-06-03T16:09:18.279147,open,urgent,8.0,1.0
CUST-00794,ZD-100946,2024-09-27T16:09:18.279162,closed,low,6.0,
CUST-00877,ZD-100947,2025-02-20T16:09:18.279182,closed,high,12.0,1.0
CUST-00674,ZD-100948,2024-08-25T16:09:18.279189,pending,normal,13.0,
CUST-00699,ZD-100949,2024-10-06T16:09:18.279196,closed,high,12.0,4.0
CUST-00419,ZD-100950,2025-04-04T16:09:18.279202,solved,low,1.0,1.0
CUST-00855,ZD-100951,2025-10-18T16:09:18.279216,solved,normal,2.0,1.0
CUST-00497,ZD-100952,2025-08-15T16:09:18.279222,solved,urgent,1.0,5.0
CUST-00538,ZD-100953,2025-06-10T16:09:18.279228,open,normal,0.0,
CUST-00735,ZD-100954,2025-12-17T16:09:18.279234,closed,urgent,0.0,1.0
CUST-00479,ZD-100955,2025-12-27T16:09:18.279255,pending,high,5.0,1.0
CUST-00843,ZD-100956,2025-05-31T16:09:18.279268,solved,low,8.0,4.0
CUST-00079,ZD-100957,2025-07-21T16:09:18.279275,solved,low,8.0,3.0
CUST-00544,ZD-100958,2025-01-29T16:09:18.279281,closed,normal,3.0,
CUST-00640,ZD-100959,2025-08-28T16:09:18.279287,pending,low,8.0,
CUST-00366,ZD-100960,2024-11-15T16:09:18.279299,pending,low,11.0,3.0
CUST-00811,ZD-100961,2025-08-27T16:09:18.279305,pending,high,8.0,3.0
CUST-00546,ZD-100962,2024-12-01T16:09:18.279311,open,high,14.0,
CUST-00332,ZD-100963,2025-02-12T16:09:18.279317,pending,high,6.0,
CUST-00246,ZD-100964,2024-07-31T16:09:18.279323,closed,urgent,8.0,
CUST-00948,ZD-100965,2025-06-12T16:09:18.279329,pending,urgent,5.0,5.0
CUST-00000,ZD-100966,2026-01-23T16:09:18.279334,solved,normal,4.0,4.0
CUST-00006,ZD-100967,2025-04-26T16:09:18.279340,closed,high,3.0,1.0
CUST-00790,ZD-100968,2025-05-21T16:09:18.279345,closed,low,14.0,1.0
CUST-00471,ZD-100969,2025-02-28T16:09:18.279352,closed,high,2.0,4.0
CUST-00910,ZD-100970,2024-07-11T16:09:18.279360,closed,high,3.0,4.0
CUST-00094,ZD-100971,2024-07-23T16:09:18.279366,closed,low,6.0,4.0
CUST-00811,ZD-100972,2024-10-21T16:09:18.279372,pending,low,2.0,
CUST-00657,ZD-100973,2025-04-26T16:09:18.279378,pending,low,0.0,1.0
